document,true_category
"The allegations from Scott come in the wake of two solicitor-led investigations that found Finch had breached the authority’s code of conduct, before two council conduct hearings later cleared him of any wrongdoing. A local Labour MP, Matt Western, said the process had become a “farce and a waste of taxpayers’ money”, adding: “What is the point of bringing in expert independent legal advice to then ignore it because it is not the answer Finch wanted?” One of the investigations looked at a formal complaint made by the council’s chief executive, Monica Fogarty, after Finch asked her to remove the Progress Pride flag outside the council building – a request she refused.",Politics
"Nigel Farage and Zia Yusuf criticised Fogarty for the decision at the time, with the leader of Reform UK saying it was “time she looked for a new job”. The solicitor-led investigation found Finch had breached the code of conduct by failing to “value colleagues and staff and engage with them in an appropriate manner”, but Finch appealed against the outcome, saying he had engaged with the chief executive over email. A council hearing subcommittee, made up of three councillors from Reform, the Conservatives and the Liberal Democrats, decided there had been no breach in a two-to-one vote. Weeks before, another solicitor-led investigation found Finch had breached the code of conduct by publishing details that “could have jeopardised” the trial of Ahmad Mulakhil, who was this year found guilty of kidnapping and raping a 12-year-old girl.",Politics
"Finch, who had entered a public dispute with the chief constable of Warwickshire police after he accused the force of a “cover-up”, repeatedly said the details he had shared at the time were already in the public domain. Another subcommittee hearing also cleared him of any wrongdoing. Finch said most of the complaints he had received were “political”. “They were not based on anything other than ‘we don’t like George’s politics’,” he told the Guardian. He was equally defensive of his party’s leader, Nigel Farage, who has faced growing scrutiny after the Guardian revealed he had received a £5m gift from the billionaire Christopher Harborne in 2024.",Politics
"Questions have also arisen regarding Farage’s relationship with the convicted fraudster, George Cottrell. The Guardian reported in July that Cottrell was routinely introduced as Farage’s chief of staff before the 2024 general election despite denials he had any official role, according to a Reform UK candidate. Asked if he had ever met Cottrell, Finch said: “I can’t recall whether I met him or not.” Finch drew parallels between the allegations and investigations facing Farage with his own experience as a local council leader, viewing them both as a result of an establishment stitch-up.",Politics
"“I think the political establishment, like I said before, when an animal is at death’s door, it will do anything to survive and the public see that. They see the way people treat Reform politicians. They see how they are treating me, tried to take me out politically,” he said. “I think it’s a load of rubbish to be quite frank. The establishment has been trying to take Nigel out for decades. Let’s wait and see what the public and the people of Clacton say.” The best public interest journalism relies on first-hand accounts from people in the know. If you have something to share on this subject, you can contact us confidentially using the following methods:",Politics
"The Guardian app has a tool to send tips about stories. Messages are end to end encrypted and concealed within the routine activity that every Guardian mobile app performs. This prevents an observer from knowing that you are communicating with us at all, let alone what is being said. If you don’t already have the Guardian app, download it (iOS/Android) and go to the menu. Select ‘Secure Messaging’. Our guide at theguardian.com/tips lists several ways to contact us securely, and discusses the pros and cons of each.",Politics
"Farage was elected to EU parliament five times before becoming Clacton MP, while Binface has been less successful – so far Nigel Farage has been standing in British elections since 1994, when he narrowly beat Screaming Lord Sutch of the Monster Raving Loony party into fourth place in a Commons byelection. He was elected five times to the European parliament before achieving his goal of abolishing his seat. Finally, after 30 years of trying, he was elected to the Commons as member for Clacton in 2024. He resigned that hard-won seat in July after a parliamentary inquiry was launched into a £5m gift he accepted from a Thailand-based businessman shortly before the general election, but is standing again in the resulting byelection on Thursday. The other major parties are not putting up candidates, so the chief contenders, according to the limited polling, are Farage and Count Binface.",Politics
"These charts show the respective electoral histories of the two main runners. Count Binface, or rather, his earthling avatar the comedian and writer Jon Harvey, has had a shorter and, so far, less successful electoral career, although he has stood against four prime ministers. On Thursday, he will face Farage at the ballot box for the first time, alongside his longstanding electoral adversary Laurence Fox, standing for Reclaim. Over the years, Nigel Farage has stood against dozens of British politicians, including in 2006 a young Labour candidate by the name of Rachel Reeves.",Politics
"In her capacity as chancellor a few weeks ago, it fell to Reeves to accept Farage’s resignation as MP for Clacton. There was some speculation at the time that she was not obliged to do it, but she accepted the resignation on the basis that “if he [Farage] wants to spend summer arguing with a bin, I won’t stop him.” Thursday’s contest will, of course, not be the first time that either Farage or Binface has faced a novelty opponent. Riding high in the polls in 2015, Farage was so confident of winning Thanet South in that year’s general election that he pledged to resign as leader of Ukip if he did not take the seat. This led Al Murray, a comedian whose main persona is the Pub Landlord, a straight-talking conservative patriot, to stand against Farage. Even without the resulting split in the straight-talking conservative patriot vote, Farage would have lost the seat. Ever a man of his word, Farage resigned, and then unresigned three days later.",Politics
"Our morning email breaks down the key stories of the day, telling you what’s happening and why it matters Harvey’s first electoral foray was not as Count Binface at all, but rather as the similarly behatted persona of Lord Buckethead. He was moved to adopt the Binface persona when a man got in touch claiming to hold copyright in the Buckethead character. In 2019, having failed to prorogue parliament, the then prime minister, Boris Johnson, called an early general election. A roster of novelty candidates – and Boris Johnson – ran in Uxbridge and South Ruislip, among them for the first and only time, both Count Binface and a copyright-approved Lord Buckethead. Voters in Clacton on Thursday can, of course, choose to vote for neither Binface nor Farage. In fact, there are 34 candidates in all, including three from the Monster Raving Loony party.",Politics
"Leader of Reform UK on course to defeat Count Binface and an assortment of fringe candidates as polls close in Essex Voting has closed in one of the UK’s more unusual and least tense byelections, with Nigel Farage set for a decisive if arguably empty victory against dozens of independent, fringe, extreme or otherwise oddball opponents. The Reform UK leader sought re-election to his Clacton seat in early July in an attempt to regain the political initiative following weeks of scrutiny over gifts he received and other aspects of his financial affairs.",Politics
"He framed the byelection as a chance for local voters to show their disdain for mainstream politics in a “people versus the establishment” contest, but was caught out after all the other main parties declined to stand candidates. Farage, 62, was instead left competing against a vast if decidedly niche field of 33 other hopefuls, including 20 independents, several representatives from tiny parties and no fewer than three candidates from the Official Monster Raving Loony party. The result, due to be announced from around 6am on Friday, will inevitably be a clear Farage win, with the only question being his margin of victory over Count Binface, the self-styled campaigning alien who is the most prominent of his opponents.",Politics
"While Reform will necessarily style the result as a clear endorsement of Farage’s record in the Essex seat, and of his tactic in calling the byelection, opponents will seize on any signs of a lower-than-expected majority or a slim turnout. Farage is being investigated by the parliamentary standards watchdog over allegations he failed to declare gifts and donations, including a £5m gift from the crypto billionaire Christopher Harborne, first revealed by the Guardian. The process was paused when he resigned as an MP, but will resume once he is re-elected. If he is found to have breached declaration rules and suspended from the House of Commons, this could trigger a second byelection, which the other main parties would contest.",Politics
"While Farage insists he has relished a summer of knocking on doors in his constituency, he has been less visible on the national political stage – in part because of rules connected to how broadcasters must ensure balance during elections. Farage has insisted he did not need to declare the £5m from Harborne as it was given in advance of his return as Reform leader before the 2024 election. He has, however, given a series of explanations for the gift, including that it was for his security and a reward for Brexit. The parliamentary inquiry is also looking into allegations that Farage was financially supported by the crypto gambler and convicted fraudster George Cottrell, a close friend, after the Sunday Times reported that Cottrell’s support included security and social media staff who worked on Farage’s online content in the year before he was elected.",Politics
"The 34-candidate field in the Clacton byelection is a UK record, beating the July 2008 contest in Haltemprice and Howden, East Yorkshire, regained by the Conservative MP David Davis after he resigned his seat and stood again as a protest over civil liberties.",Politics
"Nigel Farage has defeated Count Binface to win the Clacton byelection in a contest boycotted by every other major political party. The Reform UK leader received 22,239 votes (63.34%), while Count Binface received 9,455 (26.93%). Farage was absent from the vote count held at Clacton leisure centre, saying he would not be 'demeaned and humiliated by nobodies'",Politics
"The Reform UK leader resigned as the MP for Clacton at the start of July and forced a byelection Good morning. In the media, August is known as the “silly season”. With parliament not sitting and many people on holiday, there is less proper news than normal, which means the nonsense stories get (even) more attention than usual. We are almost slap bang in the middle of the month, and today we’ve got a silly season classic in Clacton, where Nigel Farage, the Reform UK candidate, is fighting a byelection in which his main opponent is a joke candidate who dresses up as a dustbin. Farage is not inherently silly. Few politicians have been more consequential over the past quarter of a century (because he did more than any other single individual to make the Brexit referendum happen); for most of the past 16 months his party has had a big poll lead and he has a very realistic chance of being the next PM; and even if he doesn’t become PM, his hard-right, anti-migrant, crass, crypto-friendly populism will have changed British politics significantly.",Politics
"But this byelection is rather absurd because it is essentially pointless; all it will do is postpone, not resolve, the verdict on the financial sleaze allegations that Farage is facing (his alleged failure to properly declare donations, including a £5m gift from a cryptocurrency billionaire). Here is Alexandra Topping’s story. Voting started in Clacton about two hours ago.",Politics
"Normally there is not much new to report on polling day. But Politico has published a good story by John Johnston and he reveals that Reform UK has spent more than £10,000 during the election campaign on social media adverts designed to help it see off the threat from Count Binface. Johnston says: double quotation markPOLITICO analysis of the Reform UK leader’s digital campaign messages shows that Farage has run a twin-track strategy in the seaside seat as polls open Thursday. The two key themes of the digital air war have been painting Farage as a champion for local residents — as well as an insurgent leader harried by the “establishment” machine. Farage and his party have spent more than £10,000 pushing those messages via ads on Meta’s platforms — which include Facebook and Instagram — in the campaign so far.",Politics
"Johnston says Farage is the only candidate in the byelection using “paid Meta features to bolster his online campaign”. He says: double quotation markAlmost £1,000 has been spent on videos of Farage urging local supporters to request the party deliver and install an “I’m with Nigel” garden sign. Meanwhile, around £500 went to ads asking voters to return their postal votes and “send a message to the establishment.” The largest single sum — between £4,000-£4,500 — was spent on an almost five-minute campaign video in which Farage waxes lyrical about the connection he’s made with local constituents, while claiming his party’s surging success has resulted in the powers-that-be using “foul means” to hamper him.",Politics
"“Rather than being judged by the political class and the mainstream media, I am going to let you, the voters in the Clacton constituency, make a decision,” he said. “I want you to be my judge, not the political elite.” There is not much else happening in Westminster politics. But it is a big day for A-level students, with results out this morning. Tom Ambrose is covering that on a separate live blog. As I explained last month, we are no longer going to have comments open below the line on this blog. If you want to contact me, please email politics.live@theguardian.com. You can use this to flag up corrections, comments for publication, questions or complaints. There is a longer post here about how we hope this will work.",Politics
"People have been voting in Claction in a ballot featuring Nigel Farage and a range of novelty and fringe candidates led by Count Binface. Andy Burnham has accused water companies of treating their customers “as a bottomless source of funding” for the industry’s failings, after proposals that will push households bills even higher were approved. Sixth-formers have basked in a summer of record-breaking exam results in academic and vocational subjects, allowing more than a quarter of a million 18-year-olds to go on to higher education.",Politics
"For a full list of all the stories covered on the blog today, do scroll through the list of key event headlines near the top of the blog. Here is another question from a reader. double quotation markEven allowing for the investigations into Farage by the Guardian (which he would always dismiss on account of the paper’s politics), to what extent is his decline in popularity shaped by the fact that his supporters amongst the right-wing press appear to have turned on him in favour of the so-called ‘Keminaissance’ for the Tories? And why has it only happened now?",Politics
"I think there are many reasons why Nigel Farage, and Reform UK generally, are less popular now than they were at the end of 2025 and the start of 2026. Here is a rough list, which is more chronological than in order of importance. 1) Kemi Badenoch’s approval ratings as Tory leader improving a lot over the past 12 months. This has not helped the party’s overall ratings much, but she is more popular with Reform-leaning voters than she was, and there is less talk now of the Tories disappearing as a major political party. 2) Small boat arrival numbers going down. Migration is Reform’s key issue; without it, they don’t have a distinctive message. It has not disappeared as a political topic, but the fall in small boat arrival numbers has made it less salient.",Politics
"3) The revelations about Farage’s undisclosed £5m donations, and other undeclared support he has received from George Cottrell. These reports have probably had more impact on voters who already disliked Farage than on his supporters. But they have made him wary of media scrutiny, because when asked about these issues in interviews he inevitably looks shifty and evasive. At one point Reform UK’s most popular salesman went into hiding. In this sense, the ‘opportunity cost’ is significant. 4) The rise in Restore Britain. Rupert Lowe’s far-right Restore Britain party is still, in most respects, electorally irrelevant. But it is eating into the Reform UK vote a lot. Lowe also benefits from the backing of Elon Musk who promotes Restore Britain on his X platform. 5) Rightwing papers being less supportive. This is a consequence of Farage becoming less popular as much as a cause; these papers like to back a winner. But there has been a definite shift in tone.",Politics
"6) Andy Burnham becoming PM, and Labour support rising as a result. Of all these factors, 3) and 6) are probably the most important. Reform UK infighting is probably a factor too – although every party led by Farage has been plagued by this problem.",Politics
"The number of households in temporary accommodation in England has risen to a new record high, after a slight fall at the end of last year, the Press Association reports. PA says: double quotation markA total of 135,580 households were in this situation at the end of March, including 177,530 children. The number of children in temporary accommodation – a form of homelessness – is also at a record high, with housing charity Shelter noting it is the 18th consecutive quarterly rise in child homelessness.",Politics
"The figure for children in this kind of accommodation is up 5.2% from 168,710 at the same point last year, according to data published by the Ministry of Housing, Communities and Local Government. The figures are the first since Andy Burnham took office in No 10, although they cover a period when his predecessor Keir Starmer was prime minister. Sarah Elliot, chief executive of Shelter, said:",Politics
"double quotation markIt is shameful that a record number of children are growing up without a home because decades of political failure have choked off the supply of genuinely affordable social homes. Lee Buss-Blair, director of operations at Riverside, which provides accommodation for homeless people, said: double quotation markThese latest figures are a stark reminder of the depth and breadth of the homelessness emergency across England.",Politics
"There are 177,530 homeless children living in temporary accommodation (TA), more than the entire populations of North Lincolnshire (171,336) and Kingston Upon Thames (172,692). With councils spending over £10bn on TA over the past five years and support needs of people affected by homelessness growing, it is deeply worrying that half of supported housing providers (56%) have said they will have to close or decommission services due to funding cuts. Here are three byelection questions from readers.",Politics
"double quotation markWhat time are we likely to find out the result of the by-election please? I can’t improve on this, from Andrew McDonald and Megan McElroy in their London Playbook briefing for Politico. double quotation markAfter the polls close at 10 p.m., we’re not expecting a result from Clacton until well into Friday morning. The most optimistic estimate Playbook heard was that it could come around 5 a.m. … more pessimistic estimates included 7 a.m. or 8 a.m. Even that is a guess. We are truly in “unprecedented territory” thanks to the 34-candidate ballot paper, as an official in Clacton told Playbook.",Politics
"What happens to Farage if he loses? double quotation markI have a question about Nigel Farage’s political future. If he were to lose his seat as an MP (or step down) would he still be able to lead the Reform party and contest the next general election? First, I should stress that I don’t know anyone who thinks there is even a slight chance of Farage losing. But it is a quiet afternoon in August – so let’s indulge in a hypothetical.",Politics
"Yes, Farage could remain as Reform UK’s leader, and yes, he could fight the next election. Zack Polanski has led the Green party to its highest ratings ever without being an MP. Reform UK would have to choose a parliamentary leader, but being in parliament does not automatically allow you to overshadow a charismatic, non-MP leader. (Just ask the Greens’ parliamentary leader – if you can remember who she is.) Farage has never liked speaking in parliament much anyway. Whether Farage would want to stay in politics or not is another matter. Is the byelection a ruse to stymie the parliamentary inquiry into claims Farage broke rules by not declaring donations?",Politics
"Readers have asked various versions of this question. If Farage loses, does the inquiry wind up? No. The parliamentary commissioner for standards can continue inquiries into people who are no longer MPs, and has done so in the past. If Farage is re-elected, does the investigation process have to start again from scratch? No. The current investigation can continue.",Politics
"If Farage declares the £5m loan from Christopher Harborne, does that make up for the fact that he did not declare it after being elected in 2024? No. But, in the court of public opinion, that might be seen as a mitigating factor. If/when a report comes out saying he broke the rules by not declaring the donation, Farage would be able to argue this was ‘old news’ because he had already put the matter right. But his decision to try to neuter the inquiry by holding the byelection is likely to be seen as an aggravating factor – because it implies he does not respect the disciplinary process. Sir Mark Rowley, commissioner of the Metropolitan police, has said that more public safety horrors are likely without more investment in the criminal justice system. He was speaking in an interview on the Today programme where he said lack of spending was making the system “precarious”.",Politics
"When Nick Robinson, the presenter, put it to him that he seemed to be saying, without more spending on policing and the courts, “more horrors will happen”, Rowley replied: “Yes.” double quotation markWe’ve too long systematically disinvested in public safety. My officers have got cases of prolific knife carriers, charged with carrying knives, sometimes using them, being bailed back onto the streets. It’s harder and harder to get these cases through the courts.",Politics
"We’ve got cases in London, assaulting emergency worker cases, domestic violence strangulation cases, being listed for [trial in] 2029, 2030. Those risks are carried in the community. One of the intents of government is to use electronic tagging to monitor offenders in the community. Of course, that makes a lot of sense. We can’t put everyone in prison. That wouldn’t be appropriate. But that tagging system is failing and there was a recent report on that.",Politics
"And when we arrest people for breaching those tags, nothing ever happens anyway. So if it’s zero jeopardy, it’s become a pointless endeavour. When Robinson asked if he was saying the rule of law was in jeopardy, Rowley replied: double quotation markIt’s very, very precarious at the moment. Long-term disinvestment – you can see lots of issues breaking.",Politics
"Rowley was on the programme to talk about the Simon Levy case. He admitted the police made mistakes. But he suggested he deserved credit for speaking out about the problems. double quotation markI’m the leader stepping forward. There’s no one from the court service, no one from CPS … stepping forward and talking about their failures. We will always be publicly accountable. We’re the agency closest to the public. The reason we’re really worried and concerned by what’s going on is we’re the ones who see victims day in and day out.",Politics
"The Liberal Democrats say today’s A&E figures from NHS England (see 12.53pm) show that drastic change is needed. In a statement, Helen Morgan, the party’s health spokesperson, said: double quotation markLabour isn’t working for our NHS. These devastating figures reveal the reality of patients across the country facing unacceptable, dangerous delays in emergency rooms, while ministers insult them with claims of progress. Behind every single one of the 302,000 long waits this summer is a loved one left suffering in an A&E waiting room, or on a trolley in a corridor with no privacy, dignity or faith in our healthcare system. The Liberal Democrats have set out a clear plan to end these agonising 12-hour A&E waits within a year and end the scandal of corridor care once and for all. It is clear that current measures aren’t cutting it.",Politics
"Richard Johnson, a politics lecturer, says the number of candidates standing in Clacton means the rules about election deposits need revising. In a post on social media, he says: double quotation markI have no objections to independents and minor parties standing, but what we have at the moment is a system which is increasingly attracting non-serious/joke candidates who are happy to throw away £500 for their 15 seconds of fame (and possibly for the much more valuable freepost), but with no benefit to anyone but themselves. The deposit to stand for Parliament has not been increased since 1985, with inflation now substantially eroding its value. It is time to increase it.",Politics
"For those who feel this would exclude poorer candidates, I would be open to introducing an alternative route to standing, which involves gathering signatures in place of a deposit or in exchange for a lower deposit (e.g., it remains £500 if you have a certain number of petitioners sign). Andy Burnham has accused water companies of treating their customers “as a bottomless source of funding” for the industry’s failings, after proposals which will push households bills even higher were approved. As Jillian Ambrose reports, millions of households in England and Wales will face higher bills after water companies were given the green light by Ofwat to spend £3.4bn more than planned, including to support new homes and datacentres.",Politics
"In a statement on the Ofwat decision, Burnham said: double quotation markI understand why people are angry – I am too. Today’s proposal for bill rises is real money out of family budgets at a time when they are struggling with the cost of living. The truth is customers have been asked to pay more for years, yet serious pollution incidents are at record levels and the pipes are still leaking. None of which is the billpayer’s fault, who should not be treated as a bottomless source of funding for other people’s failures.",Politics
"So we will hold these companies to account. Customers cannot be treated as a blank cheque. Where water companies seek to pass unnecessary costs onto households, they will be challenged. Our water industry has clearly not been working for people for far too long. That’s why this government will be looking at how we can give the public more control and help keep bills as low as possible. Jasper Jolly has more on this, and on what Burnham’s statement might mean, on the business live blog.",Politics
"There are 34 candidates in the Clacton byelection. This is the most ever, and easily beats the previous record – 26 candidates in the Haltemprice and Howden byelection in 2008. That was quite similar to this one because it was triggered by an MP resigning to make a point (David Davis, who wanted to register opposition to Labour’s plan to allow terrorist suspects to be held for up to 42 days before being charged), and the other main parties chose to sit it out. Andrew Teale has written a wonderfully detailed history of the constituency in a byelection preview in a post on his Substack blog. He says the number of candidates is causing considerable practical problems. double quotation markThe last time the record for candidates in a parliamentary by-election was broken was in Haltemprice and Howden in 2008, with 26 candidates standing then. That should have resulted in a ballot paper around 70 centimetres long, but the returning officer for Haltemprice and Howden couldn’t find a printing firm which could handle that. The election staff then had to seek emergency permission from the Electoral Commission to redesign the ballot paper with the 26 candidates arranged in two columns.",Politics
"This time the Clacton returning officer has found a printer who can handle sheets of paper which are 90 centimetres long, but at a price: the printing costs for this by-election are far higher than normal. There are also going to be all sorts of issues at the count: apart from the difficulties in physically handling such a volume of paper, the ballot is simply too long to fit on Tendring’s normal counting tables. Tables are having to be doubled up to counter this, which will reduce the space available in the hall and lead to a slower count. The number of patients in England being cared for in hospital corridors or makeshift areas has remained above 3,000 a day for the second month in a row, as the NHS experiences a “summer surge”, the Press Association reports. This was happening as A&E attendance numbers reached 2.5m in July – higher than any other single month on record. May and June were also record months for A&E attendance, in part because of the extreme heat.",Politics
"double quotation markYvette Cooper, the health secretary, warned yesterday the health service must start planning for summer pressures in the same way as winter. However, the data shows overall waiting times for treatment fell slightly in June after rising for two months in a row. An average of 2,300 patients received corridor care in A&E departments in England each day in July, along with 728 patients elsewhere in hospital wards, totalling 3,028.",Politics
"This is down slightly from an average of 2,439 patients in A&E departments and 749 in hospital wards each day in June, totalling 3,188. It is the third time corridor care figures have been published by NHS England, and the second consecutive month they have remained above 3,000 a day. The data covers patients who have been receiving corridor care for at least 45 minutes.",Politics
"This means care did not take place in a clinically appropriate and safe setting where patients have privacy, access to food, water and toilets, and lights can be turned off and noise levels minimised to allow sleep. Nuffield Trust deputy director of research, Sarah Scobie, said: “The fact that we even need a proper definition and data for corridor care in the NHS shows just how far A&E performance has spiralled out of control, with very long waits now the norm. “The data from the last few months shows huge variation from day to day, so patients will be having very different experiences depending on which day they end up in hospital.",Politics
"“But corridor care and long waits are not just a problem for A&E departments. “What’s especially saddening in July’s data is that on almost every day of the month, there were cases of corridor care for children in other areas of hospitals while they waited for a proper bed on a ward.” Elsewhere, the monthly performance figures also show the overall NHS waiting list fell after rising consecutively for two months.",Politics
"An estimated 7.27m treatments were waiting to be carried out at the end of June, relating to 6.15m patients, down from 7.28m treatments and 6.16m patients at the end of May. Commenting on why A&E attendance figures have been so high, NHS England said: double quotation markThe NHS normally experiences spikes in demand during the summer months, as the public spends more time outside which can lead to a rise in accidents. But this summer has seen unprecedented pressure, with the heat contributing to an increase in admissions caused by more outdoor activity and respiratory issues linked to dry weather, as well as worsening of underlying medical conditions.",Politics
"Yesterday Michael Shanks, a UK energy minister, criticised John Swinney, the SNP Scottish first miniser, for trying to get Andy Burnham to lift a ban on the Chinese firm Ming Yang building a wind turbine factory in the Highlands. Today Stephen Gethins, energy minister in the Scottish government, defended his boss. In an interview on BBC Radio Scotland’s Breakfast programme, Gethins said: double quotation markThe first minister is right to ask about this. This is 1,500 jobs in the north of Scotland. It’s also an area that is being transformed by that move towards offshore renewables, Scotland continuing to contribute.",Politics
"It’s an area which is, in general terms, important for security. Scotland is contributing to European energy security, which is a concern across Europe when you speak to leaders there. Also, let’s be blunt: China is investing in the energy sector and the ICT sector, and in fact Chinese investment across Europe has gone up over the past couple of years. Even in sensitive areas like information and communication technologies, energy presence in higher education, this will have a huge impact in terms of jobs, investment, but also us making that transition to renewables as well, which is well under way.",Politics
"This is a massive blow, the veto that’s come from the UK government, and I think it’s absolutely right that the first minister asked the question why. For more than two decades before the Brexit vote, Nigel Farage spent his time campaigning to restore the sovereignty of parliament. But his decision to trigger the Clacton byelection suggests that he is no longer such a big fan of the institution he claimed to cherish for so long. He has posted a video message to supporters on X this morning and in it he says:",Politics
"double quotation markWhy should I be judged, today or in history in the future, by Sky News and their ilk? Why should they be the people that decide my fate when, as I repeat, I’ve done nothing wrong. I’m being judged as being guilty every single day by newspapers, broadcasters and elsewhere. I will happily accept the judgement of these voters … I’ve decided that the people of Clacton should be the judges of my actions. This will be a people versus the establishment byelection.",Politics
"Farage is referring to claims of wrongdoing relating to financial donations he accepted. But his case is not being adjudicated by Sky News, or the Guardian, or anyone else. It is actually being adjudicated by parliament (the one that he wanted to make sovereign). The Commons makes laws for the people of Britain, but it also sets rules for MPs and Farage is currently being investigated over claims that he broke those rules by not declaring the £5m donation he received from Christopher Harborne and financial help he received from “Posh” George Cottrell. The investigation is being conducted by the parliamentary commissioner for standards, who is appointed by MPs to do this work. He has not said Farage is guilty because the investigation has not concluded. Farage says he wants Clacton voters to have the final say on whether he behaved properly. Implicit in that is Farage rejecting the authority of the parliamentary process.",Politics
"Count Binface claims that he (Binface) has won already. In an interview with Huffpost UK he says he is “bin it to win it”. And he has posted this on social media. Yvette Cooper, the health secretary, has said the government will need to persuade the public that everyone will benefit from social care reform, and not just families where someone gets dementia. She made the point in an interview with George Osborne on his Political Currency podcast.",Politics
"Andy Burnham has said that social care reform will be a priority for his government. But, as he admitted in a speech last month, he faces an uphill task because multiple attempts to reform the system over the past few decades have ended in failure. Asked why so many previous attempts to secure reform had failed, Cooper said a key factor was making people realise that this issue affected everyone. double quotation markI think the thing we always failed to do is have a sense that this actually affects everybody. Because as long as you think, ‘Well, it might not affect my family, it’s not something I really need to worry about or focus on,’ that’s a problem.",Politics
"The fact that it has such a massive impact now on our NHS, the fact that if you go to A&E, you could be waiting a lot longer because of failings in social care, that you could be waiting longer to get a bed in hospital, because there are people who are in hospital who don’t have social care – it affects all of us. So it’s not just those families who have a really acute pressure. It’s affecting all of us. But we still have to make that argument so everybody needs to feel part of it.",Politics
"And that, I think, is what Andy was trying to do – make this a bigger argument, not just something that affects some people. As Rowena Mason reports, in the interview Cooper also criticised Keir Starmer’s leadership style, saying Labour had “not done government very well” in the last couple of years. Osborne co-hosts the podcast with Ed Balls, Cooper’s husband. But Osborne conducted the interview on its own. It’s available here.",Politics
"Nigel Farage has voted in Clacton. Back to Clacton, and Sarah Elizabeth Cox, who lives in the constituency, has written a good article for the Guardian about what the byelection has been like for residents. double quotation markNobody wanted a byelection. For the many people struggling here, there is little energy for another awful circus. Clacton didn’t need yet more focus on Farage, Farage, Farage, while the area’s entrenched and complex problems continue to be ignored by him and by the government …",Politics
"Yet in shops, the gym, pubs, on the beach, in the street, at the park, at nursery drop off, I’ve not overheard a single conversation about any of it, unless it was between a reporter and a local. Not one. The leaflets started getting left in the hallway, unread. Few of my family or neighbours plan to vote. We’re angry at him, but we are also bored, and exhausted. My prediction: It’ll be a low turnout, Farage way ahead, with Binface second but the only real winner. I’ll read about how we wasted the chance for a hilarious outcome, you idiots. You gullible, racist fools. You deserve him. And so on. Then it’ll die down again, briefly, and we can get back to what’s left of the summer, the lives Farage has no clue about or interest in and keep talking about the things that really matter in Clacton: litter, landlords, potholes, parking and whether there’ll be a second series of Secret Lives of Gypsy Wives. Yesterday the Department for Business, Innovation, Science and Trade published a document saying that the government’s plan to ban zero-hours contracts could cost businesses up to £3bn a year. The government has already legislated for the ban, but it has not yet decided some of the precise details about how this will work and the document was published as part of a consultation. DBIST says:",Politics
"double quotation markThe government has taken this forward through 3 measures in the Employment Rights Act 2025, giving employees the right to: -guaranteed hours, where the number of hours offered reflects the hours worked by a qualifying worker during a reference period -reasonable notice of shifts and changes to these",Politics
"-payment for shifts cancelled, curtailed or moved at short notice These measures have not yet taken effect. This consultation seeks input on details of the new rights, which will be set out in regulations. The consultation is only running for two weeks, which suggests ministers already have a fairly good idea about how they intend to proceed.",Politics
"The document has revived all the arguments used against the government when the Employment Rights Act was being debated, and the £3bn figure has attracted a lot of attention. The Times has splashed on the story. But it is just a figure for the maximum possible cost. The government’s central estimate is £1.1bn, as this chart indicates. The British Chambers of Commerce said the figures show “the proposed changes to zero hours contracts will be a further hammer blow for many firms struggling to keep their heads above water.” Jacqui Smith, the skills minister, was doing interviews for the government this morning. Speaking to Sky News, she defended the government’s plans. She said:",Politics
"double quotation markWe will look very carefully at how we implement the changes that we have put in place through our Employment Rights Act. But just to remind people why we did that in the first place, that’s to make sure that when people get into work, that will be work that is fairly paid, where they’ve got security, where they can combine it with the responsibilities that they have in their families.” I don’t think it’s fair for somebody to be on a contract where they literally don’t know whether or not they’re going to be working at all, and yet they’re bound by that contract. So, that’s what we want to bring an end to.",Politics
"Economic growth slowed in the second quarter of the year, as the disruption unleashed by the Iran war began to take its toll, official figures show. Heather Stewart has the story. Good morning. In the media, August is known as the “silly season”. With parliament not sitting and many people on holiday, there is less proper news than normal, which means the nonsense stories get (even) more attention than usual. We are almost slap bang in the middle of the month, and today we’ve got a silly season classic in Clacton, where Nigel Farage, the Reform UK candidate, is fighting a byelection in which his main opponent is a joke candidate who dresses up as a dustbin. Farage is not inherently silly. Few politicians have been more consequential over the past quarter of a century (because he did more than any other single individual to make the Brexit referendum happen); for most of the past 16 months his party has had a big poll lead and he has a very realistic chance of being the next PM; and even if he doesn’t become PM, his hard-right, anti-migrant, crass, crypto-friendly populism will have changed British politics significantly.",Politics
"But this byelection is rather absurd because it is essentially pointless; all it will do is postpone, not resolve, the verdict on the financial sleaze allegations that Farage is facing (his alleged failure to properly declare donations, including a £5m gift from a cryptocurrency billionaire). Here is Alexandra Topping’s story. Voting started in Clacton about two hours ago.",Politics
"Normally there is not much new to report on polling day. But Politico has published a good story by John Johnston and he reveals that Reform UK has spent more than £10,000 during the election campaign on social media adverts designed to help it see off the threat from Count Binface. Johnston says: double quotation markPOLITICO analysis of the Reform UK leader’s digital campaign messages shows that Farage has run a twin-track strategy in the seaside seat as polls open Thursday. The two key themes of the digital air war have been painting Farage as a champion for local residents — as well as an insurgent leader harried by the “establishment” machine. Farage and his party have spent more than £10,000 pushing those messages via ads on Meta’s platforms — which include Facebook and Instagram — in the campaign so far.",Politics
